,Day,yyyy_mm_dd,facility_county,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,mem_cnt,covid19_related_mem_cnt
3483,01-25,2020-01-25,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,2,0.0
3484,01-27,2020-01-27,Nantucket,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,1,1.0
3485,02-04,2020-02-04,Worcester,Next Step - Westborough HealthCare - SNF,5 Colonial Dr.,Westborough,MA,01581,1,1.0
3486,02-16,2020-02-16,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,1,0.0
3487,02-16,2020-02-16,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,1,0.0
3488,02-28,2020-02-28,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,5,0.0
3489,02-28,2020-02-28,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,5,0.0
3490,03-06,2020-03-06,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
3491,03-07,2020-03-07,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,5,0.0
3492,03-08,2020-03-08,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,19,4.0
3493,03-13,2020-03-13,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,3,0.0
3494,03-20,2020-03-20,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,4,4.0
3495,03-20,2020-03-20,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,7,2.0
3496,03-25,2020-03-25,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,2,0.0
3497,03-27,2020-03-27,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,2,1.0
3498,01-05,2020-01-05,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,4,0.0
3499,01-06,2020-01-06,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,1.0
3500,01-07,2020-01-07,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,5,0.0
3501,01-07,2020-01-07,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,3,0.0
3502,01-11,2020-01-11,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,4,0.0
3503,01-16,2020-01-16,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,3,0.0
3504,01-18,2020-01-18,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,4,1.0
3505,01-22,2020-01-22,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,6,1.0
3506,01-22,2020-01-22,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,1,0.0
3507,01-22,2020-01-22,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,2,1.0
3508,01-24,2020-01-24,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,12,0.0
3509,01-28,2020-01-28,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,6,0.0
3510,01-29,2020-01-29,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,1,0.0
3511,02-01,2020-02-01,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,6,0.0
3512,02-02,2020-02-02,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,1,0.0
3513,02-07,2020-02-07,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,0.0
3514,02-09,2020-02-09,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,12,0.0
3515,02-09,2020-02-09,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,5,0.0
3516,02-10,2020-02-10,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,4,2.0
3517,02-16,2020-02-16,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,13,5.0
3518,02-28,2020-02-28,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,3,0.0
3519,03-03,2020-03-03,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,12,6.0
3520,03-09,2020-03-09,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,1,0.0
3521,03-11,2020-03-11,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,8,0.0
3522,03-15,2020-03-15,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,4,1.0
3523,03-18,2020-03-18,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,2,1.0
3524,03-25,2020-03-25,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,3,2.0
3525,03-27,2020-03-27,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,4,2.0
3526,01-02,2020-01-02,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,8,0.0
3527,01-02,2020-01-02,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,4,0.0
3528,01-08,2020-01-08,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,4,0.0
3529,01-09,2020-01-09,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,7,4.0
3530,01-10,2020-01-10,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,3,1.0
3531,01-21,2020-01-21,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,8,0.0
3532,01-26,2020-01-26,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,3,0.0
3533,01-29,2020-01-29,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,2,2.0
3534,01-31,2020-01-31,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,1,0.0
3535,02-10,2020-02-10,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,3,1.0
3536,02-13,2020-02-13,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,2,0.0
3537,02-16,2020-02-16,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,3,2.0
3538,02-20,2020-02-20,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,3,0.0
3539,03-04,2020-03-04,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,2,1.0
3540,03-13,2020-03-13,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,1.0
3541,03-16,2020-03-16,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,3,0.0
3542,03-17,2020-03-17,Norfolk,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,2,0.0
3543,03-26,2020-03-26,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,2,0.0
3544,01-14,2020-01-14,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,6,0.0
3545,01-21,2020-01-21,Middlesex,Life Care Center of Acton - SNF,1 Great Rd,Acton,MA,01720,1,0.0
3546,01-21,2020-01-21,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,11,2.0
3547,01-22,2020-01-22,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,1,1.0
3548,01-24,2020-01-24,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,3,0.0
3549,01-29,2020-01-29,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,8,1.0
3550,01-30,2020-01-30,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,3,1.0
3551,02-02,2020-02-02,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,1,0.0
3552,02-06,2020-02-06,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,9,0.0
3553,02-09,2020-02-09,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,1,0.0
3554,02-13,2020-02-13,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,2,0.0
3555,02-21,2020-02-21,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,2,0.0
3556,03-04,2020-03-04,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,5,0.0
3557,03-04,2020-03-04,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,12,0.0
3558,03-08,2020-03-08,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,3,0.0
3559,03-09,2020-03-09,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,2,2.0
3560,03-09,2020-03-09,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,1,0.0
3561,03-16,2020-03-16,Suffolk,Brigham and Women's Faulkner Hospital,1153 Centre St,Boston,MA,02130,2,1.0
3562,03-17,2020-03-17,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,1.0
3563,03-23,2020-03-23,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,3,0.0
3564,03-25,2020-03-25,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,1,0.0
3565,03-26,2020-03-26,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,2,0.0
3566,03-29,2020-03-29,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,2,0.0
3567,01-04,2020-01-04,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,6,0.0
3568,01-08,2020-01-08,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,1,1.0
3569,01-08,2020-01-08,Hampden,Life Care Center of Wilbraham - SNF,2399 Boston Rd,Wilbraham,MA,01095,2,0.0
3570,01-19,2020-01-19,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,2,1.0
3571,01-20,2020-01-20,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,3,0.0
3572,01-29,2020-01-29,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,3,3.0
3573,01-31,2020-01-31,Essex,Prescott House,140 Prescott Street,North Andover,MA,01845,1,1.0
3574,02-28,2020-02-28,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,8,3.0
3575,03-06,2020-03-06,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,5,0.0
3576,03-07,2020-03-07,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,3,0.0
3577,03-13,2020-03-13,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,2,0.0
3578,03-13,2020-03-13,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,8,4.0
3579,03-18,2020-03-18,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,3,0.0
3580,03-21,2020-03-21,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,2,0.0
3581,03-21,2020-03-21,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,3,1.0
3582,03-22,2020-03-22,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,10,5.0
3583,03-24,2020-03-24,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,3,0.0
3584,03-25,2020-03-25,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,3,0.0
3585,01-06,2020-01-06,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,3,2.0
3586,01-06,2020-01-06,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,1,0.0
3587,01-19,2020-01-19,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,1,0.0
3588,01-20,2020-01-20,Nantucket,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,1,1.0
3589,01-20,2020-01-20,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,4,0.0
3590,01-21,2020-01-21,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,2,0.0
3591,01-23,2020-01-23,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,1,0.0
3592,01-27,2020-01-27,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,2,0.0
3593,01-31,2020-01-31,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,9,0.0
3594,02-03,2020-02-03,Suffolk,Brigham and Women's Faulkner Hospital,1153 Centre St,Boston,MA,02130,1,0.0
3595,02-06,2020-02-06,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
3596,02-10,2020-02-10,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,4,0.0
3597,02-18,2020-02-18,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,4,0.0
3598,03-04,2020-03-04,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,5,0.0
3599,03-06,2020-03-06,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,3,1.0
3600,03-11,2020-03-11,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,11,0.0
3601,03-12,2020-03-12,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,2,0.0
3602,03-16,2020-03-16,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,3,0.0
3603,03-21,2020-03-21,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,4,3.0
3604,03-24,2020-03-24,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,1,0.0
3605,03-25,2020-03-25,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
3606,01-04,2020-01-04,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,3,0.0
3607,01-06,2020-01-06,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,7,3.0
3608,01-07,2020-01-07,Plymouth,Life Care Center of West Bridgewater - SNF,765 W Center St,West Bridgewater,MA,02379,2,1.0
3609,01-09,2020-01-09,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,5,4.0
3610,01-14,2020-01-14,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,3,0.0
3611,01-17,2020-01-17,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,2,0.0
3612,01-24,2020-01-24,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,5,2.0
3613,01-24,2020-01-24,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,8,0.0
3614,02-01,2020-02-01,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,9,0.0
3615,03-04,2020-03-04,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,5,0.0
3616,03-04,2020-03-04,Norfolk,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,2,0.0
3617,03-07,2020-03-07,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,11,0.0
3618,03-11,2020-03-11,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,2,0.0
3619,03-13,2020-03-13,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,3.0
3620,03-22,2020-03-22,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,3,2.0
3621,01-01,2020-01-01,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,15,0.0
3622,01-03,2020-01-03,Middlesex,Apple Valley Center,400 Groton Road,Ayer,MA,01432,1,0.0
3623,01-04,2020-01-04,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,5,2.0
3624,01-06,2020-01-06,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,2,2.0
3625,01-08,2020-01-08,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
3626,01-13,2020-01-13,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,9,6.0
3627,01-19,2020-01-19,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,11,5.0
3628,01-23,2020-01-23,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,2,2.0
3629,01-28,2020-01-28,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,2,0.0
3630,01-31,2020-01-31,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,9,2.0
3631,02-06,2020-02-06,Middlesex,Apple Valley Center,400 Groton Road,Ayer,MA,01432,1,0.0
3632,02-09,2020-02-09,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,3,1.0
3633,03-06,2020-03-06,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,5,4.0
3634,03-13,2020-03-13,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,9,0.0
3635,03-17,2020-03-17,Barnstable,Athena Healthcare - Cape Heritage - SNF,37 Route 6a,Sandwich,MA,02563,1,0.0
3636,03-20,2020-03-20,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,3,0.0
3637,03-22,2020-03-22,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,4,0.0
3638,03-23,2020-03-23,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,2,1.0
3639,03-24,2020-03-24,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,1,0.0
3640,03-26,2020-03-26,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,1,0.0
3641,03-29,2020-03-29,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,3,0.0
3642,01-01,2020-01-01,Middlesex,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,1,1.0
3643,01-02,2020-01-02,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,1,0.0
3644,01-03,2020-01-03,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,3,2.0
3645,01-10,2020-01-10,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,3,0.0
3646,01-19,2020-01-19,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,11,0.0
3647,01-22,2020-01-22,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
3648,01-23,2020-01-23,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,4,0.0
3649,01-24,2020-01-24,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,1,1.0
3650,01-26,2020-01-26,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,5,2.0
3651,01-28,2020-01-28,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,10,6.0
3652,01-30,2020-01-30,Plymouth,Life Care Center of Plymouth - SNF,94 Obery St,Plymouth,MA,02360,1,0.0
3653,02-16,2020-02-16,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,2,0.0
3654,02-25,2020-02-25,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,5,0.0
3655,03-01,2020-03-01,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,3,0.0
3656,03-08,2020-03-08,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,3,0.0
3657,03-12,2020-03-12,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,2,0.0
3658,03-13,2020-03-13,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,2,1.0
3659,03-14,2020-03-14,Middlesex,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,1,1.0
3660,01-05,2020-01-05,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,1,0.0
3661,01-09,2020-01-09,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,4,0.0
3662,01-11,2020-01-11,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,1,0.0
3663,01-11,2020-01-11,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,11,0.0
3664,01-20,2020-01-20,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,4,0.0
3665,01-26,2020-01-26,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,13,0.0
3666,01-29,2020-01-29,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,6,0.0
3667,02-01,2020-02-01,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,6,5.0
3668,02-03,2020-02-03,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,6,0.0
3669,02-04,2020-02-04,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,11,0.0
3670,02-07,2020-02-07,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,5,0.0
3671,02-16,2020-02-16,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,3,0.0
3672,02-16,2020-02-16,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
3673,02-28,2020-02-28,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,6,0.0
3674,03-15,2020-03-15,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,3,0.0
3675,03-15,2020-03-15,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
3676,03-20,2020-03-20,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,4,1.0
3677,03-26,2020-03-26,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,2,0.0
3678,01-05,2020-01-05,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,5,0.0
3679,01-15,2020-01-15,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,6,0.0
3680,01-19,2020-01-19,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
3681,01-20,2020-01-20,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,2,0.0
3682,01-20,2020-01-20,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,1,1.0
3683,01-23,2020-01-23,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
3684,01-24,2020-01-24,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,1.0
3685,01-26,2020-01-26,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,2,0.0
3686,01-29,2020-01-29,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,13,0.0
3687,02-02,2020-02-02,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,7,0.0
3688,02-16,2020-02-16,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,2.0
3689,02-23,2020-02-23,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,4,0.0
3690,02-28,2020-02-28,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,12,2.0
3691,03-01,2020-03-01,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,4,3.0
3692,03-05,2020-03-05,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,5,0.0
3693,03-09,2020-03-09,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,8,0.0
3694,03-18,2020-03-18,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,1,1.0
3695,03-19,2020-03-19,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,1,0.0
3696,03-20,2020-03-20,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,2,0.0
3697,01-02,2020-01-02,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,0.0
3698,01-02,2020-01-02,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,2,2.0
3699,01-03,2020-01-03,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,17,2.0
3700,01-04,2020-01-04,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,2,1.0
3701,01-05,2020-01-05,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,1,0.0
3702,01-11,2020-01-11,Suffolk,Spaulding Rehabiliation Hospital - Boston,300 First Avenue,Charlestown,MA,02129,1,0.0
3703,01-13,2020-01-13,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,1,0.0
3704,01-15,2020-01-15,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,1,1.0
3705,01-17,2020-01-17,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
3706,01-21,2020-01-21,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,5,1.0
3707,01-23,2020-01-23,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,2,0.0
3708,01-31,2020-01-31,Berkshire,Kimball Farms Nursing Care Center,40 Sunset Ave,LENOX,MA,01240,1,1.0
3709,02-04,2020-02-04,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,7,3.0
3710,02-05,2020-02-05,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,7,0.0
3711,02-05,2020-02-05,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,4,0.0
3712,02-07,2020-02-07,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,4,0.0
3713,02-10,2020-02-10,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,3,0.0
3714,02-20,2020-02-20,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,1,0.0
3715,02-21,2020-02-21,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,5,0.0
3716,03-03,2020-03-03,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,8,0.0
3717,03-06,2020-03-06,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
