,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,facility_county,yyyy_mm_dd,mm_dd,mem_cnt
3384,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-17,03-17,2
3385,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-16,03-16,2
3386,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-20,01-20,1
3387,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-06,03-06,1
3388,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-06,02-06,3
3389,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-04,03-04,2
3390,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-12,03-12,1
3391,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-17,01-17,1
3392,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-28,01-28,2
3393,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-07,02-07,2
3394,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-23,03-23,1
3395,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-21,01-21,2
3396,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-23,02-23,1
3397,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-18,02-18,3
3398,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-02,03-02,2
3399,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-06,01-06,2
3400,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-09,01-09,2
3401,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-16,02-16,1
3402,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-01,01-01,3
3403,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,Norfolk,2020-02-01,02-01,1
3404,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,Norfolk,2020-01-17,01-17,1
3405,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,Norfolk,2020-03-11,03-11,1
3406,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-14,03-14,2
3407,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-04,01-04,1
3408,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,Norfolk,2020-03-20,03-20,1
3409,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,Norfolk,2020-01-20,01-20,1
3410,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,Norfolk,2020-01-10,01-10,1
3411,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-11,01-11,2
3412,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-16,01-16,1
3413,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-03,02-03,1
3414,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-15,01-15,1
3415,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-05,01-05,1
3416,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-02,01-02,1
3417,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-13,02-13,1
3418,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-03-22,03-22,1
3419,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-02-09,02-09,1
3420,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,Norfolk,2020-01-27,01-27,1
3421,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,Norfolk,2020-01-11,01-11,1
3422,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-31,01-31,7
3423,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-18,03-18,8
3424,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-02,03-02,7
3425,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-07,03-07,12
3426,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-06,02-06,8
3427,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-20,03-20,1
3428,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-25,01-25,5
3429,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-27,01-27,9
3430,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-03,01-03,10
3431,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-28,01-28,8
3432,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-01-07,01-07,1
3433,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-04,03-04,7
3434,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-01-28,01-28,1
3435,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-07,02-07,12
3436,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-10,02-10,5
3437,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-02,01-02,2
3438,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-14,01-14,7
3439,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-17,01-17,8
3440,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-13,03-13,10
3441,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-04,02-04,8
3442,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-09,02-09,5
3443,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-03,02-03,6
3444,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-05,02-05,6
3445,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-14,03-14,2
3446,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-01,03-01,5
3447,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-11,03-11,3
3448,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-05,03-05,14
3449,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-02-28,02-28,1
3450,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-05,03-05,2
3451,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-30,01-30,9
3452,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-23,01-23,8
3453,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-02,02-02,5
3454,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-24,01-24,8
3455,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-16,01-16,6
3456,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-18,02-18,3
3457,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-21,03-21,7
3458,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-17,03-17,12
3459,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-22,01-22,7
3460,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-03,03-03,2
3461,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-26,01-26,7
3462,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-29,01-29,7
3463,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-18,01-18,6
3464,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-22,03-22,4
3465,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-13,02-13,12
3466,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-20,03-20,4
3467,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-14,03-14,5
3468,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-21,03-21,1
3469,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-23,03-23,4
3470,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-11,01-11,5
3471,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-09,01-09,8
3472,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-10,01-10,5
3473,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-20,02-20,7
3474,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-11,02-11,4
3475,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-24,03-24,5
3476,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-28,02-28,5
3477,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-25,02-25,13
3478,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-01,02-01,6
3479,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-23,02-23,3
3480,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-10,03-10,9
3481,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-11,03-11,11
3482,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-19,01-19,6
3483,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-01,01-01,7
3484,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-12,03-12,6
3485,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-09,03-09,1
3486,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-04,01-04,10
3487,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-03,03-03,1
3488,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-02-06,02-06,1
3489,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-01-21,01-21,1
3490,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-08,01-08,6
3491,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-13,01-13,2
3492,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-15,03-15,10
3493,Brighton House Rehab & Nursing Center - SNF,170 Corey Rd,Brighton,MA,02135,Suffolk,2020-03-10,03-10,1
3494,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-02-03,02-03,1
3495,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-20,01-20,2
3496,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-21,01-21,4
3497,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-05,01-05,3
3498,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-07,01-07,6
3499,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-15,01-15,4
3500,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-06,03-06,5
3501,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-16,02-16,6
3502,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-08,03-08,3
3503,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-01-06,01-06,3
3504,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-19,03-19,4
3505,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-01-18,01-18,2
3506,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-01-30,01-30,1
3507,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-12,03-12,2
3508,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-03-16,03-16,1
3509,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,Suffolk,2020-02-21,02-21,2
3510,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-01-22,01-22,1
3511,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-02-02,02-02,1
3512,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,Suffolk,2020-03-24,03-24,1
3513,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-03-19,03-19,1
3514,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-03-03,03-03,1
3515,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-03-05,03-05,1
3516,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-01-04,01-04,1
3517,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-01-25,01-25,1
3518,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-01-22,01-22,1
3519,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-01-14,01-14,1
3520,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,Middlesex,2020-01-01,01-01,1
3521,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-18,02-18,7
3522,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-02,02-02,7
3523,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-04,03-04,8
3524,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-02,01-02,13
3525,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-07,01-07,10
3526,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-08,01-08,17
3527,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-20,02-20,11
3528,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-01,01-01,9
3529,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-27,01-27,10
3530,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-10,02-10,6
3531,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-20,03-20,5
3532,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-13,01-13,7
3533,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-25,02-25,6
3534,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-04,01-04,12
3535,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-20,01-20,12
3536,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-03,03-03,12
3537,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-03,01-03,13
3538,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-07,02-07,7
3539,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-15,03-15,5
3540,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-06,03-06,8
3541,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-03,02-03,7
3542,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-01,03-01,10
3543,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-10,03-10,8
3544,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-06,01-06,12
3545,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-09,01-09,7
3546,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-23,01-23,10
3547,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-14,03-14,15
3548,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-15,01-15,10
3549,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-14,01-14,5
3550,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-05,03-05,16
3551,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-10,01-10,9
3552,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-30,01-30,13
3553,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-24,01-24,9
3554,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-13,03-13,8
3555,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-11,01-11,8
3556,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-23,03-23,2
3557,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-16,02-16,12
3558,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-19,01-19,8
3559,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-12,03-12,10
3560,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-09,02-09,7
3561,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-09,03-09,12
3562,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-21,02-21,7
3563,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-28,02-28,9
3564,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-19,03-19,8
3565,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-16,01-16,9
3566,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-17,01-17,8
3567,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-18,01-18,11
3568,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-11,02-11,10
3569,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-08,03-08,9
3570,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-07,03-07,6
3571,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-02,03-02,5
3572,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-13,02-13,9
3573,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-24,03-24,3
3574,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-17,03-17,7
3575,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-05,01-05,4
3576,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-05,02-05,11
3577,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-25,01-25,6
3578,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-26,01-26,3
3579,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-28,01-28,6
3580,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-31,01-31,9
3581,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-22,01-22,7
3582,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-21,03-21,6
3583,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-21,01-21,5
3584,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-06,02-06,10
3585,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-23,02-23,9
3586,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-11,03-11,5
3587,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-01-29,01-29,3
3588,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-01,02-01,9
3589,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-02-04,02-04,7
3590,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-18,03-18,2
3591,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-16,03-16,4
3592,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,Middlesex,2020-03-22,03-22,1
3593,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-06,03-06,2
3594,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-05,03-05,1
3595,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-11,03-11,2
3596,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-28,01-28,2
3597,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-29,01-29,2
3598,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-18,02-18,1
3599,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-02,02-02,1
3600,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-18,03-18,1
3601,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-16,02-16,1
3602,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-09,01-09,1
3603,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-03,01-03,1
3604,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-08,03-08,1
3605,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-17,03-17,1
3606,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-09,03-09,1
3607,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-04,02-04,1
3608,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-07,02-07,1
3609,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-08,01-08,1
3610,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-21,02-21,1
3611,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-18,01-18,1
3612,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-30,01-30,1
3613,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-24,03-24,1
3614,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-11,01-11,1
3615,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-06,01-06,1
3616,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-13,01-13,2
3617,Athena Healthcare - Webster Manor Healthcare Center - SNF,745 School St,Webster,MA,01570,Worcester,2020-01-07,01-07,1
3618,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-02,01-02,1
3619,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-16,01-16,1
3620,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-15,01-15,1
3621,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-20,01-20,1
